46.9,100,100,0.31,76.68
46,"3,200","3,300",10.09,75.21
45.18,320,"3,620",11.07,73.87
43,"1,060","4,680",14.31,70.31
42,320,"5,000",15.29,68.67
40.5,320,"5,320",16.27,66.22
40,320,"5,640",17.25,65.4
39.6,320,"5,960",18.23,64.75
39.2,320,"6,280",19.2,64.09
39,640,"6,920",21.16,63.77
38,440,"7,360",22.51,62.13
37,840,"8,200",25.08,60.5
36.5,110,"8,310",25.41,59.68
36.49,320,"8,630",26.39,59.66
36.16,320,"8,950",27.37,59.12
36,"3,560","12,510",38.26,58.86
35.83,220,"12,730",38.93,58.58
35.6,"2,440","15,170",46.39,58.21
35.5,100,"15,270",46.7,58.04
35,"1,700","16,970",51.9,57.23
34.76,160,"17,130",52.39,56.83
34,"1,280","18,410",56.3,55.59
33.18,320,"18,730",57.28,54.25
33,"3,970","22,700",69.42,53.96
32.68,640,"23,340",71.38,53.43
32.2,320,"23,660",72.35,52.65
32,"1,020","24,680",75.47,52.32
31.64,320,"25,000",76.45,51.73
31.01,200,"25,200",77.06,50.7
31,"1,600","26,800",81.96,50.69
30.9,160,"26,960",82.45,50.52
30.8,"1,060","28,020",85.69,50.36
30.1,320,"28,340",86.67,49.21
30.05,640,"28,980",88.62,49.13
30,"4,160","33,140",101.35,49.05
29.68,110,"33,250",101.68,48.53
29,320,"33,570",102.66,47.42
28.8,320,"33,890",103.64,47.09
28.7,640,"34,530",105.6,46.93
28.6,320,"34,850",106.57,46.76
28,640,"35,490",108.53,45.78
27.65,110,"35,600",108.87,45.21
27.5,320,"35,920",109.85,44.96
27.39,320,"36,240",110.83,44.78
27,740,"36,980",113.09,44.15
26.7,"1,160","38,140",116.64,43.66
26.01,120,"38,260",117,42.53
26,"2,580","40,840",124.89,42.51
25.8,320,"41,160",125.87,42.18
25.5,900,"42,060",128.62,41.69
25.44,100,"42,160",128.93,41.6
25,890,"43,050",131.65,40.88
24.85,320,"43,370",132.63,40.63
24,320,"43,690",133.61,39.24
23.75,320,"44,010",134.59,38.83
23.5,320,"44,330",135.57,38.42
22.25,320,"44,650",136.54,36.38
22.2,320,"44,970",137.52,36.3
22,"1,900","46,870",143.33,35.97
21,100,"46,970",143.64,34.34
