37,160,160,0.62,77.15
34,260,420,1.62,70.9
31,"2,600","3,020",11.62,64.64
29,520,"3,540",13.62,60.47
28,780,"4,320",16.62,58.39
27,260,"4,580",17.62,56.3
26,"4,390","8,970",34.5,54.22
25.5,260,"9,230",35.5,53.17
25.37,260,"9,490",36.5,52.9
25.35,"1,660","11,150",42.88,52.86
25.2,260,"11,410",43.88,52.55
25.19,100,"11,510",44.27,52.53
25.18,520,"12,030",46.27,52.51
25.13,130,"12,160",46.77,52.4
25,"2,630","14,790",56.88,52.13
24.8,100,"14,890",57.27,51.71
24.3,260,"15,150",58.27,50.67
24,520,"15,670",60.27,50.05
23,520,"16,190",62.27,47.96
22.8,160,"16,350",62.88,47.54
22.78,260,"16,610",63.88,47.5
22.68,260,"16,870",64.88,47.29
22.61,130,"17,000",65.38,47.15
22.5,520,"17,520",67.38,46.92
22.4,260,"17,780",68.38,46.71
22.28,130,"17,910",68.88,46.46
22,"1,890","19,800",76.15,45.88
21.5,520,"20,320",78.15,44.83
21.48,260,"20,580",79.15,44.79
21,780,"21,360",82.15,43.79
20.2,520,"21,880",84.15,42.12
20,"1,400","23,280",89.54,41.7
19.66,130,"23,410",90.04,41
19.5,"1,040","24,450",94.04,40.66
19,520,"24,970",96.04,39.62
18.9,520,"25,490",98.04,39.41
18.5,260,"25,750",99.04,38.58
18,"1,560","27,310",105.04,37.53
17.55,260,"27,570",106.04,36.6
16.2,520,"28,090",108.04,33.78
16,260,"28,350",109.04,33.36
15.58,520,"28,870",111.04,32.49
15,260,"29,130",112.04,31.28
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
