15,"1,000","53,290",133.23,55.56
15.38,400,"52,290",130.73,56.96
15.6,"4,050","51,890",129.73,57.78
15.68,400,"47,840",119.6,58.07
16,400,"47,440",118.6,59.26
16.8,400,"47,040",117.6,62.22
17,400,"46,640",116.6,62.96
17.68,400,"46,240",115.6,65.48
17.9,400,"45,840",114.6,66.3
18,400,"45,440",113.6,66.67
18.1,400,"45,040",112.6,67.04
18.17,100,"44,640",111.6,67.3
18.49,"1,880","44,540",111.35,68.48
18.5,600,"42,660",106.65,68.52
18.9,250,"42,060",105.15,70
19,"1,200","41,810",104.53,70.37
19.5,650,"40,610",101.53,72.22
19.58,400,"39,960",99.9,72.52
19.6,"1,600","39,560",98.9,72.59
19.7,800,"37,960",94.9,72.96
19.71,200,"37,160",92.9,73
19.8,"1,320","36,960",92.4,73.33
20,"7,600","35,640",89.1,74.07
20.01,100,"28,040",70.1,74.11
20.5,"1,900","27,940",69.85,75.93
20.6,130,"26,040",65.1,76.3
20.8,"1,200","25,910",64.78,77.04
20.9,400,"24,710",61.78,77.41
21,"2,640","24,310",60.78,77.78
21.8,"1,000","21,670",54.18,80.74
21.84,"2,400","20,670",51.68,80.89
21.9,400,"18,270",45.68,81.11
22,"4,750","17,870",44.68,81.48
22.2,150,"13,120",32.8,82.22
22.4,400,"12,970",32.43,82.96
22.5,"1,100","12,570",31.43,83.33
22.52,400,"11,470",28.68,83.41
23,"3,900","11,070",27.68,85.19
23.5,800,"7,170",17.93,87.04
24,"1,230","6,370",15.93,88.89
25,"1,590","5,140",12.85,92.59
25.17,100,"3,550",8.88,93.22
26,990,"3,450",8.63,96.3
26.5,250,"2,460",6.15,98.15
27,"1,660","2,210",5.53,100
28.15,400,550,1.38,104.26
29.9,150,150,0.38,110.74
