24,300,300,1,69.97
23.5,300,600,2,68.51
22.5,200,800,2.67,65.6
22.26,300,"1,100",3.67,64.9
22.18,300,"1,400",4.67,64.66
22,870,"2,270",7.57,64.14
21.15,300,"2,570",8.57,61.66
21,"2,350","4,920",16.4,61.22
20.3,50,"4,970",16.57,59.18
20.24,"1,000","5,970",19.9,59.01
20.21,100,"6,070",20.23,58.92
20,"5,050","11,120",37.07,58.31
19.8,300,"11,420",38.07,57.73
19.5,300,"11,720",39.07,56.85
19.08,300,"12,020",40.07,55.63
19,600,"12,620",42.07,55.39
18.8,300,"12,920",43.07,54.81
18.6,50,"12,970",43.23,54.23
18.4,200,"13,170",43.9,53.64
18,"4,190","17,360",57.87,52.48
17.8,300,"17,660",58.87,51.9
17.5,300,"17,960",59.87,51.02
17.39,900,"18,860",62.87,50.7
17,400,"19,260",64.2,49.56
16.56,600,"19,860",66.2,48.28
16.5,300,"20,160",67.2,48.1
16.45,300,"20,460",68.2,47.96
16.4,300,"20,760",69.2,47.81
16.38,100,"20,860",69.53,47.76
16.25,300,"21,160",70.53,47.38
16.1,600,"21,760",72.53,46.94
16,940,"22,700",75.67,46.65
15.75,900,"23,600",78.67,45.92
15.6,300,"23,900",79.67,45.48
15.53,150,"24,050",80.17,45.28
15.39,100,"24,150",80.5,44.87
15.12,300,"24,450",81.5,44.08
15.08,300,"24,750",82.5,43.97
15,"2,500","27,250",90.83,43.73
14.34,100,"27,350",91.17,41.81
14.1,300,"27,650",92.17,41.11
14,900,"28,550",95.17,40.82
13.8,150,"28,700",95.67,40.23
13.18,300,"29,000",96.67,38.43
13,600,"29,600",98.67,37.9
12.5,300,"29,900",99.67,36.44
12,600,"30,500",101.67,34.99
11.8,300,"30,800",102.67,34.4
11.75,300,"31,100",103.67,34.26
10,600,"31,700",105.67,29.15
8.75,300,"32,000",106.67,25.51
