38,1140,1140,3,108.57
37.05,380,1520,4,105.86
36.9,760,2280,6,105.43
36,380,2660,7,102.86
35.66,380,3040,8,101.89
35,1740,4780,12.58,100
34,300,5080,13.37,97.14
33.88,250,5330,14.03,96.8
33,4360,9690,25.5,94.29
32.8,1420,11110,29.24,93.71
32,2480,13590,35.76,91.43
31.9,210,13800,36.32,91.14
31.2,380,14180,37.32,89.14
31.1,130,14310,37.66,88.86
31,4720,19030,50.08,88.57
30.8,300,19330,50.87,88
30,11700,31030,81.66,85.71
29.99,760,31790,83.66,85.69
29.52,380,32170,84.66,84.34
29.5,380,32550,85.66,84.29
29.4,380,32930,86.66,84
29,1340,34270,90.18,82.86
28.98,380,34650,91.18,82.8
28.9,380,35030,92.18,82.57
28.8,760,35790,94.18,82.29
28.7,2280,38070,100.18,82
28.01,300,38370,100.97,80.03
28,3750,42120,110.84,80
27.85,130,42250,111.18,79.57
27.5,380,42630,112.18,78.57
27.2,760,43390,114.18,77.71
27.06,380,43770,115.18,77.31
27,1060,44830,117.97,77.14
26.8,180,45010,118.45,76.57
26.1,380,45390,119.45,74.57
26,1610,47000,123.68,74.29
25.48,380,47380,124.68,72.8
25.4,120,47500,125,72.57
25.28,380,47880,126,72.23
25.18,380,48260,127,71.94
25,1900,50160,132,71.43
24.6,760,50920,134,70.29
24.5,760,51680,136,70
24,2230,53910,141.87,68.57
23,1340,55250,145.39,65.71
22,380,55630,146.39,62.86
21.7,380,56010,147.39,62
20.8,380,56390,148.39,59.43
20.58,380,56770,149.39,58.8
20,380,57150,150.39,57.14
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
