26,580,580,1.32,83.87
25,400,980,2.23,80.65
24,200,1180,2.68,77.42
23.1,100,1280,2.91,74.52
23,840,2120,4.82,74.19
22.42,100,2220,5.05,72.32
22,4310,6530,14.84,70.97
21.5,440,6970,15.84,69.35
21,5040,12010,27.3,67.74
20.8,240,12250,27.84,67.1
20.65,400,12650,28.75,66.61
20.5,2400,15050,34.2,66.13
20.3,980,16030,36.43,65.48
20.2,440,16470,37.43,65.16
20.15,440,16910,38.43,65
20.09,400,17310,39.34,64.81
20,7990,25300,57.5,64.52
19.8,440,25740,58.5,63.87
19.6,440,26180,59.5,63.23
19.5,440,26620,60.5,62.9
19.38,200,26820,60.95,62.52
19.1,640,27460,62.41,61.61
19,1620,29080,66.09,61.29
18.88,880,29960,68.09,60.9
18.5,440,30400,69.09,59.68
18.18,240,30640,69.64,58.65
18,10350,40990,93.16,58.06
17.8,150,41140,93.5,57.42
17.7,690,41830,95.07,57.1
17.5,440,42270,96.07,56.45
17.2,400,42670,96.98,55.48
17,540,43210,98.2,54.84
16.5,640,43850,99.66,53.23
16.3,440,44290,100.66,52.58
16,1220,45510,103.43,51.61
15.5,1610,47120,107.09,50
15.2,440,47560,108.09,49.03
15.18,440,48000,109.09,48.97
15,2180,50180,114.05,48.39
14.75,440,50620,115.05,47.58
14,690,51310,116.61,45.16
13,200,51510,117.07,41.94
12,1180,52690,119.75,38.71
10,200,52890,120.2,32.26
