12,540,60010,111.13,46.15
16,540,59470,110.13,61.54
16.22,540,58930,109.13,62.38
17,540,58390,108.13,65.38
18,540,57850,107.13,69.23
18.4,540,57310,106.13,70.77
18.92,540,56770,105.13,72.77
19.05,540,56230,104.13,73.27
19.6,270,55690,103.13,75.38
20.5,180,55420,102.63,78.85
21.18,540,55240,102.3,81.46
21.6,540,54700,101.3,83.08
22,1040,54160,100.3,84.62
22.5,270,53120,98.37,86.54
23,690,52850,97.87,88.46
23.33,640,52160,96.59,89.73
23.41,180,51520,95.41,90.04
23.8,540,51340,95.07,91.54
24,1040,50800,94.07,92.31
24.25,540,49760,92.15,93.27
24.5,540,49220,91.15,94.23
25,1100,48680,90.15,96.15
25.5,1620,47580,88.11,98.08
26,1570,45960,85.11,100
26.32,180,44390,82.2,101.23
26.5,690,44210,81.87,101.92
26.84,230,43520,80.59,103.23
27,3180,43290,80.17,103.85
27.2,890,40110,74.28,104.62
28,4570,39220,72.63,107.69
28.08,540,34650,64.17,108
29,540,34110,63.17,111.54
29.5,920,33570,62.17,113.46
29.75,810,32650,60.46,114.42
29.8,810,31840,58.96,114.62
29.9,540,31030,57.46,115
30,7740,30490,56.46,115.38
30.4,540,22750,42.13,116.92
30.6,540,22210,41.13,117.69
30.9,500,21670,40.13,118.85
31,740,21170,39.2,119.23
31.95,540,20430,37.83,122.88
32,8720,19890,36.83,123.08
32.64,560,11170,20.69,125.54
32.8,540,10610,19.65,126.15
33,1890,10070,18.65,126.92
33.01,200,8180,15.15,126.96
33.33,540,7980,14.78,128.19
33.5,540,7440,13.78,128.85
34,930,6900,12.78,130.77
35,2420,5970,11.06,134.62
36,1610,3550,6.57,138.46
36.8,760,1940,3.59,141.54
38,100,1180,2.19,146.15
38.08,540,1080,2,146.46
45,540,540,1,173.08
,,,,
