27,340,340,1,72.4
25,"1,460","1,800",5.29,67.03
24.5,"1,220","3,020",8.88,65.69
24.18,340,"3,360",9.88,64.83
24,240,"3,600",10.59,64.35
23,"3,400","7,000",20.59,61.67
22,"1,020","8,020",23.59,58.99
21.38,170,"8,190",24.09,57.33
21,680,"8,870",26.09,56.31
20,"2,120","10,990",32.32,53.63
19.8,340,"11,330",33.32,53.09
19.24,170,"11,500",33.82,51.59
19.07,340,"11,840",34.82,51.13
19,340,"12,180",35.82,50.95
18.24,680,"12,860",37.82,48.91
18.2,340,"13,200",38.82,48.8
18.18,340,"13,540",39.82,48.75
18.01,340,"13,880",40.82,48.29
18,"4,680","18,560",54.59,48.26
17.8,680,"19,240",56.59,47.73
17.65,340,"19,580",57.59,47.33
17.1,340,"19,920",58.59,45.85
17,"5,110","25,030",73.62,45.58
16.81,340,"25,370",74.62,45.07
16.8,780,"26,150",76.91,45.05
16.5,540,"26,690",78.5,44.24
16.17,170,"26,860",79,43.36
16,"3,120","29,980",88.18,42.9
15.78,120,"30,100",88.53,42.31
15.6,340,"30,440",89.53,41.83
15.55,340,"30,780",90.53,41.69
15.5,"3,310","34,090",100.26,41.56
15.36,340,"34,430",101.26,41.19
15,"1,160","35,590",104.68,40.22
14.64,110,"35,700",105,39.25
14.5,780,"36,480",107.29,38.88
14.4,340,"36,820",108.29,38.61
14.35,340,"37,160",109.29,38.48
14.25,850,"38,010",111.79,38.21
14,"1,020","39,030",114.79,37.54
13.62,110,"39,140",115.12,36.52
13.5,340,"39,480",116.12,36.2
13.34,240,"39,720",116.82,35.77
13,"3,400","43,120",126.82,34.86
12.96,340,"43,460",127.82,34.75
12,"1,660","45,120",132.71,32.18
11.89,340,"45,460",133.71,31.88
11.06,680,"46,140",135.71,29.66
10.2,340,"46,480",136.71,27.35
