25,200,200,0.38,71.51
24,200,400,0.75,68.65
23,730,1130,2.13,65.79
22.5,430,1560,2.94,64.36
22.23,100,1660,3.13,63.59
22,130,1790,3.38,62.93
21.2,4770,6560,12.38,60.64
21,1410,7970,15.04,60.07
20.52,530,8500,16.04,58.7
20.5,530,9030,17.04,58.64
20.25,530,9560,18.04,57.92
20.1,100,9660,18.23,57.49
20,4790,14450,27.26,57.21
19.95,530,14980,28.26,57.07
19.88,530,15510,29.26,56.86
19,1090,16600,31.32,54.35
18.8,530,17130,32.32,53.78
18.7,1060,18190,34.32,53.49
18.5,1590,19780,37.32,52.92
18.4,1060,20840,39.32,52.63
18.24,530,21370,40.32,52.17
18.1,100,21470,40.51,51.77
18.09,530,22000,41.51,51.74
18,9080,31080,58.64,51.49
17.8,980,32060,60.49,50.92
17.58,530,32590,61.49,50.29
17.3,530,33120,62.49,49.49
17.1,300,33420,63.06,48.91
17,4420,37840,71.4,48.63
16.2,530,38370,72.4,46.34
16.15,170,38540,72.72,46.2
16.1,530,39070,73.72,46.05
16,2240,41310,77.94,45.77
15.9,500,41810,78.89,45.48
15.8,530,42340,79.89,45.19
15.5,450,42790,80.74,44.34
15.38,530,43320,81.74,43.99
15.1,1060,44380,83.74,43.19
15,4340,48720,91.92,42.91
14.8,1690,50410,95.11,42.33
14.74,190,50600,95.47,42.16
14.6,530,51130,96.47,41.76
14.06,530,51660,97.47,40.22
14,530,52190,98.47,40.05
13.61,170,52360,98.79,38.93
13.5,1060,53420,100.79,38.62
13.2,530,53950,101.79,37.76
13,1790,55740,105.17,37.19
12.5,270,56010,105.68,35.76
12.3,530,56540,106.68,35.18
12,1060,57600,108.68,34.32
11.6,330,57930,109.3,33.18
11.5,100,58030,109.49,32.89
11,530,58560,110.49,31.46
10,530,59090,111.49,28.6
,,,,
,,,,
,,,,
,,,,
,,,,
