28,"1,600","1,600",4,107.69
26.6,800,"2,400",6,102.31
26,400,"2,800",7,100
25.88,400,"3,200",8,99.54
25,"1,200","4,400",11,96.15
24,"2,700","7,100",17.75,92.31
23,"2,850","9,950",24.88,88.46
22,"5,660","15,610",39.03,84.62
21.8,800,"16,410",41.03,83.85
21,"2,710","19,120",47.8,80.77
20.8,400,"19,520",48.8,80
20.7,300,"19,820",49.55,79.62
20.16,400,"20,220",50.55,77.54
20,"22,670","42,890",107.23,76.92
19.98,200,"43,090",107.73,76.85
19.88,400,"43,490",108.73,76.46
19.5,600,"44,090",110.23,75
19.1,"1,390","45,480",113.7,73.46
19,"8,620","54,100",135.25,73.08
18.98,200,"54,300",135.75,73
18.9,"1,600","55,900",139.75,72.69
18.61,140,"56,040",140.1,71.58
18.58,400,"56,440",141.1,71.46
18.5,"1,150","57,590",143.98,71.15
18.4,400,"57,990",144.98,70.77
18.39,200,"58,190",145.48,70.73
18.1,400,"58,590",146.48,69.62
18,"6,330","64,920",162.3,69.23
17.98,500,"65,420",163.55,69.15
17.9,100,"65,520",163.8,68.85
17.88,140,"65,660",164.15,68.77
17.6,400,"66,060",165.15,67.69
17.5,"3,440","69,500",173.75,67.31
17.25,"3,860","73,360",183.4,66.35
17.22,130,"73,490",183.73,66.23
17,"3,100","76,590",191.48,65.38
16.8,"3,900","80,490",201.23,64.62
16.6,100,"80,590",201.48,63.85
16.56,100,"80,690",201.73,63.69
16.5,560,"81,250",203.13,63.46
16.12,400,"81,650",204.13,62
16.08,400,"82,050",205.13,61.85
16.01,200,"82,250",205.63,61.58
16,"5,200","87,450",218.63,61.54
15.98,130,"87,580",218.95,61.46
15.96,"1,800","89,380",223.45,61.38
15.8,400,"89,780",224.45,60.77
15.6,500,"90,280",225.7,60
15.5,400,"90,680",226.7,59.62
15,"1,100","91,780",229.45,57.69
14.7,"1,200","92,980",232.45,56.54
14.51,200,"93,180",232.95,55.81
14.05,130,"93,310",233.28,54.04
14,400,"93,710",234.28,53.85
13,600,"94,310",235.78,50
12.95,100,"94,410",236.03,49.81
11,100,"94,510",236.28,42.31
