44,270,270,0.97,100
40,720,990,3.57,90.91
38,910,1900,6.86,86.36
37,100,2000,7.22,84.09
36.9,200,2200,7.94,83.86
36.8,270,2470,8.92,83.64
36.3,270,2740,9.89,82.5
36.18,270,3010,10.87,82.23
36,3030,6040,21.81,81.82
35.8,270,6310,22.78,81.36
35,7890,14200,51.26,79.55
34.5,250,14450,52.17,78.41
34.4,270,14720,53.14,78.18
34,1850,16570,59.82,77.27
33.8,270,16840,60.79,76.82
33.6,540,17380,62.74,76.36
33.51,250,17630,63.65,76.16
33.5,400,18030,65.09,76.14
33.3,540,18570,67.04,75.68
33.28,540,19110,68.99,75.64
33.2,810,19920,71.91,75.45
33,2350,22270,80.4,75
32.8,3070,25340,91.48,74.55
32.5,270,25610,92.45,73.86
32.3,270,25880,93.43,73.41
32,4990,30870,111.44,72.73
31.88,270,31140,112.42,72.45
31.2,540,31680,114.37,70.91
31,540,32220,116.32,70.45
30.8,910,33130,119.6,70
30.57,800,33930,122.49,69.48
30.4,110,34040,122.89,69.09
30,3730,37770,136.35,68.18
29,1080,38850,140.25,65.91
28.8,1990,40840,147.44,65.45
28.5,270,41110,148.41,64.77
28,1180,42290,152.67,63.64
26.1,260,42550,153.61,59.32
26,2590,45140,162.96,59.09
25,1090,46230,166.9,56.82
24,810,47040,169.82,54.55
23.94,270,47310,170.79,54.41
23,270,47580,171.77,52.27
22,480,48060,173.5,50
21,100,48160,173.86,47.73
20,3510,51670,186.53,45.45
,,,,
,,,,
,,,,
,,,,
